# t  x_0 x_1 x_2 x_3 x_4 x_5 x_6 x_7 x_8 x_9 x_10 x_11 x_12 x_13 x_14 x_15 x_16 x_17 x_18 x_19 x_20 x_21 x_22 x_23 x_24 x_25 x_26 x_27 x_28 x_29 x_30 x_31 x_32 x_33 x_34 x_35 x_36 x_37 x_38 x_39 x_40 x_41 x_42 x_43 x_44 x_45 x_46 x_47 x_48 x_49 x_50 x_51 x_52 x_53 x_54 x_55 x_56 x_57 x_58 x_59 x_60 x_61 x_62 x_63 x_64 x_65 x_66 x_67 x_68 x_69 x_70 x_71 x_72 x_73 x_74 x_75 x_76 x_77 x_78 x_79 x_80 x_81 x_82 x_83 x_84 x_85 x_86 x_87 x_88 x_89 x_90 x_91 x_92 x_93 x_94 x_95 x_96 x_97 x_98 x_99 x_100 x_101 x_102 x_103 x_104 x_105 x_106 x_107 x_108 x_109 x_110 x_111 x_112 x_113 x_114 x_115 x_116 x_117 x_118 x_119 x_120 x_121 x_122 x_123 x_124 x_125 x_126 x_127 x_128 x_129 x_130 x_131 x_132 x_133 x_134 x_135 x_136 x_137 x_138 x_139 x_140 x_141 x_142 x_143 x_144 x_145 x_146 x_147 x_148 x_149 x_150 x_151 x_152 x_153 x_154 x_155 x_156 x_157 x_158 x_159 x_160 x_161 x_162 x_163 x_164 x_165 x_166 x_167 x_168 x_169 x_170 x_171 x_172 x_173 x_174 x_175 x_176 x_177 x_178 x_179 x_180 x_181 x_182 x_183 x_184 x_185 x_186 x_187 x_188 x_189 x_190 x_191 x_192 x_193 x_194 x_195 x_196 x_197 x_198 x_199 x_200
155 0 2.07826 3.7767 5.26077 6.59506 7.81491 8.94268 9.99386 10.9798 11.9091 12.7887 13.624 14.4195 15.1791 15.9058 16.6025 17.2716 17.9151 18.5348 19.1324 19.7092 20.2667 20.8059 21.3279 21.8337 22.3241 22.7999 23.2619 23.7108 24.1471 24.5715 24.9844 25.3864 25.7779 26.1594 26.5313 26.8939 27.2476 27.5928 27.9297 28.2587 28.58 28.8939 29.2006 29.5005 29.7936 30.0803 30.3607 30.635 30.9035 31.1662 31.4234 31.6752 31.9218 32.1633 32.3998 32.6315 32.8586 33.0811 33.2991 33.5128 33.7223 33.9277 34.1291 34.3266 34.5202 34.7102 34.8964 35.0792 35.2584 35.4343 35.6069 35.7762 35.9423 36.1053 36.2653 36.4223 36.5764 36.7276 36.8761 37.0218 37.1648 37.3052 37.443 37.5783 37.7112 37.8415 37.9695 38.0952 38.2186 38.3397 38.4586 38.5753 38.6899 38.8024 38.9128 39.0213 39.1277 39.2322 39.3347 39.4354 39.5342 39.6312 39.7264 39.8198 39.9115 40.0015 40.0898 40.1765 40.2615 40.3449 40.4268 40.5071 40.5858 40.6631 40.7389 40.8132 40.8861 40.9576 41.0276 41.0963 41.1637 41.2297 41.2944 41.3577 41.4199 41.4807 41.5403 41.5987 41.6559 41.7119 41.7667 41.8203 41.8728 41.9242 41.9744 42.0236 42.0717 42.1187 42.1646 42.2095 42.2534 42.2963 42.3381 42.379 42.4189 42.4578 42.4958 42.5328 42.569 42.6041 42.6384 42.6718 42.7043 42.7359 42.7667 42.7966 42.8257 42.8539 42.8814 42.908 42.9338 42.9588 42.983 43.0064 43.0291 43.051 43.0722 43.0926 43.1123 43.1313 43.1496 43.1671 43.1839 43.2001 43.2156 43.2304 43.2445 43.2579 43.2708 43.2829 43.2944 43.3053 43.3155 43.3252 43.3342 43.3426 43.3504 43.3576 43.3642 43.3703 43.3757 43.3806 43.3849 43.3887 43.3919 43.3946 43.3967 43.3983 43.3993 43.3998
156 0 2.07062 3.75954 5.23384 6.55852 7.76902 8.88776 9.93022 10.9077 11.829 12.7007 13.5284 14.3166 15.069 15.7889 16.479 17.1416 17.7788 18.3924 18.9841 19.5552 20.1071 20.6408 21.1576 21.6582 22.1436 22.6145 23.0718 23.516 23.9477 24.3677 24.7763 25.174 25.5614 25.9389 26.3068 26.6656 27.0155 27.357 27.6903 28.0157 28.3336 28.6441 28.9475 29.2441 29.5341 29.8177 30.095 30.3664 30.6319 30.8917 31.1461 31.3951 31.639 31.8778 32.1117 32.3409 32.5655 32.7855 33.0011 33.2125 33.4196 33.6227 33.8219 34.0172 34.2087 34.3965 34.5807 34.7614 34.9386 35.1125 35.2832 35.4506 35.6148 35.776 35.9342 36.0894 36.2418 36.3914 36.5381 36.6822 36.8236 36.9624 37.0987 37.2325 37.3638 37.4927 37.6192 37.7435 37.8655 37.9852 38.1027 38.2182 38.3314 38.4427 38.5519 38.659 38.7643 38.8676 38.9689 39.0685 39.1662 39.262 39.3562 39.4485 39.5392 39.6281 39.7154 39.8011 39.8852 39.9676 40.0486 40.1279 40.2058 40.2822 40.3571 40.4306 40.5026 40.5733 40.6425 40.7104 40.777 40.8423 40.9062 40.9689 41.0303 41.0904 41.1494 41.2071 41.2636 41.3189 41.3731 41.4261 41.478 41.5288 41.5785 41.6271 41.6746 41.7211 41.7665 41.8109 41.8543 41.8966 41.938 41.9784 42.0179 42.0563 42.0939 42.1305 42.1662 42.201 42.2349 42.2679 42.3 42.3313 42.3617 42.3912 42.42 42.4479 42.475 42.5013 42.5268 42.5515 42.5755 42.5986 42.621 42.6427 42.6636 42.6838 42.7033 42.7221 42.7401 42.7575 42.7741 42.7901 42.8054 42.82 42.8339 42.8473 42.8599 42.8719 42.8833 42.8941 42.9042 42.9137 42.9226 42.9309 42.9386 42.9458 42.9523 42.9583 42.9637 42.9685 42.9728 42.9765 42.9797 42.9823 42.9844 42.986 42.987 42.9875
157 0 2.06295 3.74235 5.20693 6.52207 7.7233 8.83307 9.86688 10.8361 11.7492 12.6132 13.4334 14.2143 14.9597 15.6728 16.3563 17.0125 17.6435 18.2512 18.837 19.4024 19.9488 20.4772 20.9887 21.4842 21.9646 22.4308 22.8833 23.3229 23.7502 24.1657 24.57 24.9636 25.347 25.7204 26.0845 26.4394 26.7856 27.1235 27.4532 27.7752 28.0896 28.3968 28.6969 28.9903 29.2772 29.5576 29.832 30.1004 30.363 30.62 30.8716 31.1179 31.3591 31.5953 31.8267 32.0533 32.2754 32.493 32.7062 32.9152 33.1201 33.321 33.5179 33.711 33.9004 34.0861 34.2683 34.447 34.6223 34.7942 34.9629 35.1285 35.2909 35.4503 35.6067 35.7602 35.9109 36.0587 36.2038 36.3463 36.4861 36.6234 36.7581 36.8904 37.0202 37.1477 37.2728 37.3956 37.5162 37.6346 37.7508 37.8649 37.977 38.0869 38.1949 38.3008 38.4049 38.507 38.6072 38.7056 38.8022 38.897 38.9901 39.0814 39.171 39.2589 39.3453 39.4299 39.513 39.5946 39.6746 39.7531 39.83 39.9055 39.9796 40.0522 40.1235 40.1933 40.2618 40.3289 40.3947 40.4592 40.5225 40.5844 40.6451 40.7046 40.7628 40.8199 40.8758 40.9305 40.984 41.0364 41.0877 41.1379 41.1871 41.2351 41.2821 41.328 41.3729 41.4168 41.4597 41.5016 41.5425 41.5824 41.6214 41.6594 41.6965 41.7327 41.768 41.8024 41.8359 41.8685 41.9003 41.9312 41.9613 41.9905 42.0189 42.0465 42.0733 42.0993 42.1245 42.1489 42.1726 42.1955 42.2177 42.2391 42.2598 42.2797 42.299 42.3175 42.3354 42.3525 42.369 42.3848 42.3999 42.4143 42.4281 42.4413 42.4538 42.4657 42.4769 42.4875 42.4976 42.507 42.5158 42.524 42.5316 42.5387 42.5451 42.551 42.5564 42.5611 42.5654 42.569 42.5722 42.5748 42.5768 42.5784 42.5794 42.5799
158 0 2.05524 3.72515 5.18007 6.48571 7.67773 8.77861 9.80384 10.7647 11.6699 12.5262 13.339 14.1127 14.8512 15.5576 16.2345 16.8845 17.5093 18.111 18.6911 19.2509 19.7918 20.3149 20.8212 21.3117 21.7873 22.2486 22.6965 23.1316 23.5544 23.9656 24.3657 24.7552 25.1345 25.504 25.8642 26.2154 26.558 26.8922 27.2184 27.5369 27.848 28.1519 28.4488 28.739 29.0228 29.3002 29.5716 29.8371 30.0969 30.3511 30.5999 30.8435 31.0821 31.3157 31.5445 31.7687 31.9883 32.2035 32.4144 32.6211 32.8238 33.0224 33.2172 33.4081 33.5954 33.7791 33.9592 34.1359 34.3093 34.4793 34.6461 34.8098 34.9704 35.128 35.2827 35.4345 35.5835 35.7297 35.8732 36.014 36.1523 36.288 36.4212 36.552 36.6804 36.8064 36.9301 37.0516 37.1708 37.2879 37.4028 37.5156 37.6264 37.7351 37.8418 37.9466 38.0495 38.1504 38.2495 38.3468 38.4423 38.536 38.628 38.7183 38.8069 38.8939 38.9792 39.0629 39.1451 39.2257 39.3048 39.3824 39.4585 39.5331 39.6063 39.6782 39.7486 39.8176 39.8853 39.9517 40.0168 40.0805 40.143 40.2043 40.2643 40.3231 40.3807 40.4371 40.4923 40.5464 40.5993 40.6512 40.7019 40.7515 40.8001 40.8475 40.894 40.9394 40.9838 41.0272 41.0696 41.111 41.1514 41.1909 41.2294 41.267 41.3037 41.3395 41.3744 41.4084 41.4415 41.4737 41.5051 41.5357 41.5654 41.5943 41.6224 41.6497 41.6762 41.7019 41.7268 41.7509 41.7743 41.797 41.8189 41.8401 41.8605 41.8802 41.8993 41.9176 41.9352 41.9522 41.9685 41.9841 41.999 42.0133 42.0269 42.0399 42.0523 42.064 42.0752 42.0857 42.0956 42.1049 42.1136 42.1217 42.1292 42.1362 42.1426 42.1484 42.1537 42.1584 42.1626 42.1662 42.1693 42.1719 42.174 42.1755 42.1765 42.177
159 0 2.0475 3.70794 5.15323 6.44944 7.63232 8.72437 9.7411 10.6938 11.5911 12.4397 13.2452 14.0118 14.7434 15.4431 16.1137 16.7573 17.3762 17.972 18.5463 19.1006 19.6361 20.154 20.6552 21.1407 21.6114 22.0681 22.5114 22.9419 23.3604 23.7674 24.1633 24.5487 24.924 25.2897 25.6461 25.9935 26.3325 26.6632 26.9859 27.301 27.6088 27.9094 28.2031 28.4902 28.7709 29.0454 29.3138 29.5764 29.8334 30.0849 30.331 30.572 30.8079 31.039 31.2653 31.487 31.7042 31.9171 32.1257 32.3301 32.5305 32.727 32.9196 33.1084 33.2936 33.4753 33.6534 33.8282 33.9996 34.1677 34.3327 34.4946 34.6534 34.8093 34.9622 35.1123 35.2596 35.4042 35.5461 35.6854 35.8221 35.9563 36.088 36.2173 36.3443 36.4689 36.5912 36.7113 36.8292 36.945 37.0586 37.1701 37.2796 37.3871 37.4927 37.5963 37.698 37.7978 37.8958 37.992 38.0864 38.179 38.27 38.3593 38.4469 38.5328 38.6172 38.7 38.7812 38.8609 38.9391 39.0158 39.0911 39.1649 39.2373 39.3083 39.3779 39.4461 39.5131 39.5787 39.643 39.7061 39.7679 39.8284 39.8877 39.9459 40.0028 40.0586 40.1132 40.1666 40.219 40.2702 40.3204 40.3694 40.4174 40.4644 40.5103 40.5552 40.5991 40.642 40.6839 40.7248 40.7648 40.8038 40.8419 40.8791 40.9154 40.9507 40.9852 41.0188 41.0516 41.0834 41.1145 41.1447 41.1741 41.2026 41.2304 41.2574 41.2836 41.309 41.3336 41.3575 41.3806 41.403 41.4247 41.4456 41.4658 41.4853 41.5041 41.5222 41.5397 41.5564 41.5725 41.5879 41.6027 41.6168 41.6303 41.6432 41.6554 41.667 41.678 41.6884 41.6982 41.7074 41.716 41.724 41.7315 41.7384 41.7447 41.7504 41.7557 41.7603 41.7644 41.768 41.7711 41.7736 41.7757 41.7772 41.7782 41.7787
160 0 2.03973 3.69072 5.12643 6.41327 7.58707 8.67037 9.67867 10.6233 11.5127 12.3538 13.152 13.9116 14.6364 15.3295 15.9937 16.6312 17.244 17.834 18.4027 18.9515 19.4817 19.9944 20.4906 20.9712 21.4371 21.8891 22.3279 22.754 23.1682 23.5709 23.9627 24.3441 24.7155 25.0773 25.43 25.7738 26.1091 26.4363 26.7556 27.0674 27.3719 27.6693 27.9599 28.2439 28.5216 28.7931 29.0586 29.3184 29.5726 29.8213 30.0648 30.3031 30.5365 30.7651 30.9889 31.2082 31.4231 31.6336 31.8399 32.0421 32.2403 32.4346 32.6251 32.8119 32.995 33.1747 33.3508 33.5236 33.6932 33.8595 34.0226 34.1827 34.3398 34.4939 34.6451 34.7936 34.9392 35.0822 35.2225 35.3603 35.4955 35.6282 35.7584 35.8863 36.0118 36.135 36.256 36.3747 36.4913 36.6058 36.7181 36.8284 36.9367 37.043 37.1473 37.2498 37.3503 37.449 37.5459 37.641 37.7344 37.826 37.9159 38.0042 38.0908 38.1758 38.2592 38.3411 38.4214 38.5002 38.5775 38.6534 38.7277 38.8007 38.8723 38.9425 39.0113 39.0788 39.145 39.2099 39.2735 39.3358 39.3969 39.4568 39.5154 39.5729 39.6292 39.6843 39.7383 39.7912 39.8429 39.8936 39.9431 39.9916 40.0391 40.0855 40.1309 40.1753 40.2187 40.2611 40.3025 40.343 40.3825 40.4211 40.4588 40.4955 40.5314 40.5664 40.6004 40.6337 40.666 40.6976 40.7283 40.7581 40.7872 40.8154 40.8429 40.8695 40.8954 40.9205 40.9449 40.9685 40.9913 41.0135 41.0349 41.0556 41.0756 41.0949 41.1135 41.1314 41.1486 41.1652 41.1811 41.1963 41.2109 41.2249 41.2382 41.2509 41.263 41.2745 41.2854 41.2956 41.3053 41.3144 41.3229 41.3309 41.3382 41.345 41.3513 41.357 41.3621 41.3667 41.3708 41.3744 41.3774 41.3799 41.3819 41.3834 41.3844 41.3849
161 0 2.03192 3.67349 5.09967 6.3772 7.54198 8.6166 9.61654 10.5531 11.4348 12.2684 13.0593 13.812 14.5301 15.2167 15.8746 16.506 17.1129 17.6972 18.2603 18.8037 19.3286 19.8362 20.3274 20.8032 21.2644 21.7117 22.146 22.5678 22.9777 23.3762 23.764 24.1414 24.5089 24.867 25.2159 25.5561 25.8879 26.2117 26.5276 26.8361 27.1373 27.4315 27.719 28 28.2747 28.5433 28.806 29.063 29.3144 29.5605 29.8013 30.0371 30.2679 30.494 30.7154 30.9323 31.1448 31.353 31.5571 31.7571 31.9531 32.1453 32.3337 32.5184 32.6996 32.8772 33.0514 33.2224 33.39 33.5545 33.7158 33.8741 34.0295 34.1819 34.3315 34.4782 34.6223 34.7637 34.9025 35.0387 35.1723 35.3036 35.4324 35.5588 35.6829 35.8048 35.9244 36.0418 36.1571 36.2703 36.3814 36.4904 36.5975 36.7026 36.8058 36.9071 37.0065 37.1041 37.1999 37.294 37.3863 37.4769 37.5658 37.653 37.7387 37.8227 37.9052 37.9862 38.0656 38.1435 38.2199 38.2949 38.3685 38.4406 38.5114 38.5808 38.6488 38.7156 38.781 38.8452 38.908 38.9697 39.0301 39.0893 39.1473 39.2041 39.2597 39.3142 39.3676 39.4199 39.471 39.5211 39.5701 39.6181 39.665 39.7109 39.7558 39.7997 39.8426 39.8845 39.9255 39.9655 40.0046 40.0427 40.08 40.1163 40.1517 40.1863 40.22 40.2529 40.2849 40.316 40.3464 40.3759 40.4046 40.4325 40.4597 40.486 40.5116 40.5365 40.5605 40.5839 40.6065 40.6284 40.6495 40.67 40.6898 40.7088 40.7272 40.7449 40.762 40.7783 40.7941 40.8091 40.8236 40.8374 40.8506 40.8631 40.8751 40.8864 40.8972 40.9073 40.9169 40.9259 40.9343 40.9421 40.9494 40.9562 40.9623 40.968 40.9731 40.9776 40.9817 40.9852 40.9882 40.9907 40.9926 40.9941 40.9951 40.9956
162 0 2.02408 3.65625 5.07295 6.34122 7.49706 8.56307 9.55472 10.4833 11.3573 12.1836 12.9673 13.7131 14.4245 15.1047 15.7564 16.3817 16.9828 17.5614 18.119 18.657 19.1768 19.6793 20.1655 20.6365 21.0931 21.5359 21.9657 22.3832 22.7889 23.1833 23.5671 23.9406 24.3043 24.6586 25.0039 25.3405 25.6688 25.9891 26.3018 26.6069 26.905 27.1961 27.4805 27.7585 28.0303 28.296 28.5559 28.8101 29.0588 29.3022 29.5404 29.7737 30.002 30.2256 30.4447 30.6592 30.8694 31.0754 31.2772 31.475 31.6689 31.8589 32.0453 32.228 32.4072 32.5829 32.7552 32.9242 33.09 33.2527 33.4123 33.5688 33.7225 33.8732 34.0211 34.1663 34.3088 34.4486 34.5858 34.7205 34.8527 34.9825 35.1098 35.2349 35.3576 35.4781 35.5964 35.7125 35.8265 35.9384 36.0483 36.1561 36.262 36.366 36.468 36.5681 36.6665 36.763 36.8577 36.9507 37.042 37.1315 37.2195 37.3058 37.3905 37.4736 37.5551 37.6351 37.7137 37.7907 37.8663 37.9404 38.0132 38.0845 38.1545 38.2231 38.2904 38.3564 38.4211 38.4845 38.5467 38.6076 38.6673 38.7259 38.7832 38.8394 38.8944 38.9483 39.0011 39.0528 39.1033 39.1529 39.2013 39.2487 39.2951 39.3405 39.3849 39.4283 39.4707 39.5121 39.5526 39.5922 39.6308 39.6686 39.7054 39.7413 39.7764 39.8105 39.8439 39.8763 39.908 39.9388 39.9688 39.998 40.0264 40.054 40.0808 40.1069 40.1322 40.1567 40.1805 40.2036 40.226 40.2476 40.2685 40.2888 40.3083 40.3272 40.3453 40.3628 40.3797 40.3959 40.4114 40.4263 40.4406 40.4543 40.4673 40.4797 40.4915 40.5028 40.5134 40.5234 40.5329 40.5418 40.5501 40.5578 40.565 40.5717 40.5778 40.5834 40.5884 40.5929 40.5969 40.6004 40.6033 40.6058 40.6077 40.6092 40.6102 40.6107
163 0 2.01621 3.63901 5.04628 6.30535 7.45231 8.50977 9.49321 10.4139 11.2803 12.0992 12.8759 13.6149 14.3197 14.9935 15.639 16.2584 16.8537 17.4267 17.9788 18.5116 19.0262 19.5237 20.0051 20.4714 20.9233 21.3616 21.7871 22.2003 22.6018 22.9922 23.372 23.7416 24.1015 24.4522 24.7938 25.127 25.4518 25.7688 26.0781 26.38 26.6749 26.9629 27.2444 27.5194 27.7882 28.0511 28.3082 28.5597 28.8058 29.0466 29.2822 29.5129 29.7388 29.96 30.1767 30.3889 30.5968 30.8005 31.0002 31.1958 31.3876 31.5756 31.7599 31.9406 32.1178 32.2916 32.4621 32.6293 32.7932 32.9541 33.1119 33.2668 33.4187 33.5678 33.7141 33.8576 33.9985 34.1368 34.2725 34.4057 34.5365 34.6648 34.7908 34.9144 35.0358 35.155 35.272 35.3868 35.4995 35.6102 35.7188 35.8255 35.9302 36.033 36.1338 36.2329 36.3301 36.4255 36.5192 36.6112 36.7014 36.79 36.877 36.9623 37.046 37.1282 37.2089 37.288 37.3656 37.4418 37.5165 37.5899 37.6618 37.7323 37.8015 37.8694 37.9359 38.0012 38.0651 38.1278 38.1893 38.2496 38.3086 38.3665 38.4232 38.4787 38.5331 38.5864 38.6386 38.6897 38.7397 38.7887 38.8366 38.8835 38.9294 38.9742 39.0181 39.061 39.103 39.1439 39.184 39.2231 39.2613 39.2986 39.335 39.3705 39.4052 39.439 39.4719 39.5041 39.5353 39.5658 39.5955 39.6243 39.6524 39.6797 39.7062 39.732 39.757 39.7813 39.8048 39.8276 39.8497 39.8711 39.8918 39.9118 39.9311 39.9498 39.9678 39.9851 40.0017 40.0177 40.0331 40.0478 40.062 40.0755 40.0883 40.1006 40.1123 40.1234 40.1339 40.1438 40.1532 40.162 40.1702 40.1779 40.185 40.1916 40.1976 40.2031 40.2081 40.2125 40.2165 40.2199 40.2228 40.2253 40.2272 40.2286 40.2296 40.2301
164 0 2.00832 3.62176 5.01965 6.26958 7.40773 8.45671 9.432 10.3448 11.2037 12.0154 12.7851 13.5173 14.2156 14.8832 15.5225 16.136 16.7256 17.293 17.8398 18.3673 18.8768 19.3694 19.846 20.3076 20.755 21.1889 21.61 22.019 22.4164 22.8028 23.1787 23.5445 23.9007 24.2476 24.5858 24.9154 25.2369 25.5505 25.8566 26.1553 26.4471 26.7321 27.0105 27.2826 27.5486 27.8087 28.063 28.3119 28.5553 28.7935 29.0266 29.2549 29.4783 29.6971 29.9115 30.1214 30.327 30.5286 30.726 30.9196 31.1093 31.2952 31.4775 31.6563 31.8315 32.0034 32.172 32.3374 32.4996 32.6587 32.8148 32.9679 33.1182 33.2656 33.4103 33.5523 33.6916 33.8284 33.9626 34.0943 34.2236 34.3506 34.4752 34.5974 34.7175 34.8353 34.951 35.0646 35.1761 35.2855 35.3929 35.4984 35.6019 35.7036 35.8033 35.9013 35.9974 36.0918 36.1844 36.2754 36.3646 36.4522 36.5382 36.6226 36.7054 36.7867 36.8664 36.9447 37.0214 37.0968 37.1707 37.2432 37.3143 37.384 37.4525 37.5195 37.5853 37.6499 37.7131 37.7751 37.8359 37.8955 37.9539 38.0111 38.0672 38.1221 38.1759 38.2286 38.2802 38.3307 38.3802 38.4286 38.476 38.5223 38.5677 38.6121 38.6554 38.6979 38.7393 38.7799 38.8195 38.8581 38.8959 38.9328 38.9688 39.0039 39.0382 39.0716 39.1042 39.1359 39.1669 39.197 39.2263 39.2548 39.2826 39.3096 39.3358 39.3613 39.386 39.41 39.4333 39.4559 39.4777 39.4989 39.5193 39.5391 39.5582 39.5766 39.5944 39.6115 39.628 39.6438 39.659 39.6736 39.6876 39.7009 39.7136 39.7258 39.7373 39.7483 39.7587 39.7685 39.7778 39.7864 39.7946 39.8022 39.8092 39.8157 39.8217 39.8271 39.832 39.8365 39.8404 39.8437 39.8466 39.849 39.8509 39.8524 39.8533 39.8538
165 0 2.00039 3.60452 4.99306 6.23391 7.36332 8.40389 9.37111 10.2762 11.1276 11.9321 12.6949 13.4204 14.1123 14.7736 15.4069 16.0145 16.5985 17.1604 17.7019 18.2242 18.7287 19.2164 19.6883 20.1452 20.5881 21.0176 21.4345 21.8393 22.2327 22.6151 22.9871 23.3492 23.7017 24.045 24.3797 24.7059 25.024 25.3343 25.6371 25.9328 26.2215 26.5034 26.7789 27.0482 27.3113 27.5687 27.8203 28.0664 28.3073 28.5429 28.7736 28.9994 29.2204 29.4369 29.6489 29.8566 30.06 30.2594 30.4547 30.6461 30.8338 31.0177 31.198 31.3748 31.5482 31.7182 31.885 32.0485 32.2089 32.3663 32.5207 32.6722 32.8208 32.9666 33.1097 33.2502 33.388 33.5232 33.656 33.7863 33.9142 34.0397 34.1629 34.2838 34.4026 34.5191 34.6335 34.7458 34.8561 34.9643 35.0705 35.1749 35.2772 35.3778 35.4764 35.5733 35.6684 35.7617 35.8533 35.9432 36.0315 36.1181 36.2031 36.2866 36.3685 36.4488 36.5277 36.6051 36.681 36.7555 36.8286 36.9003 36.9706 37.0396 37.1072 37.1736 37.2386 37.3024 37.365 37.4263 37.4864 37.5453 37.6031 37.6597 37.7151 37.7694 37.8226 37.8747 37.9257 37.9757 38.0246 38.0725 38.1193 38.1652 38.21 38.2539 38.2968 38.3387 38.3797 38.4198 38.459 38.4972 38.5346 38.571 38.6066 38.6414 38.6752 38.7083 38.7405 38.7719 38.8025 38.8323 38.8613 38.8895 38.9169 38.9436 38.9696 38.9948 39.0192 39.0429 39.066 39.0883 39.1099 39.1308 39.151 39.1706 39.1895 39.2077 39.2253 39.2422 39.2585 39.2741 39.2891 39.3036 39.3174 39.3306 39.3432 39.3552 39.3666 39.3774 39.3877 39.3974 39.4065 39.4151 39.4232 39.4307 39.4376 39.4441 39.45 39.4553 39.4602 39.4646 39.4684 39.4718 39.4747 39.477 39.4789 39.4803 39.4813 39.4817
166 0 1.99244 3.58727 4.96653 6.19836 7.31908 8.35131 9.31052 10.2079 11.052 11.8493 12.6052 13.3242 14.0096 14.6648 15.2921 15.894 16.4723 17.0288 17.565 18.0823 18.5818 19.0647 19.5319 19.9843 20.4227 20.8479 21.2605 21.6612 22.0506 22.4291 22.7973 23.1556 23.5045 23.8443 24.1755 24.4983 24.8131 25.1202 25.4198 25.7124 25.998 26.277 26.5496 26.816 27.0764 27.331 27.58 27.8235 28.0617 28.2949 28.5231 28.7464 28.9651 29.1793 29.389 29.5945 29.7957 29.9929 30.1861 30.3755 30.5611 30.7431 30.9214 31.0963 31.2678 31.436 31.6009 31.7627 31.9214 32.077 32.2297 32.3796 32.5266 32.6708 32.8123 32.9512 33.0875 33.2213 33.3526 33.4815 33.608 33.7321 33.854 33.9736 34.091 34.2063 34.3194 34.4305 34.5395 34.6466 34.7516 34.8548 34.9561 35.0555 35.153 35.2488 35.3429 35.4352 35.5258 35.6147 35.702 35.7876 35.8717 35.9542 36.0352 36.1147 36.1927 36.2692 36.3443 36.418 36.4902 36.5611 36.6307 36.6989 36.7658 36.8314 36.8957 36.9588 37.0207 37.0813 37.1408 37.199 37.2561 37.3121 37.3669 37.4206 37.4732 37.5247 37.5752 37.6246 37.673 37.7203 37.7666 37.812 37.8563 37.8997 37.9421 37.9836 38.0241 38.0638 38.1025 38.1403 38.1772 38.2133 38.2485 38.2828 38.3164 38.349 38.3809 38.4119 38.4422 38.4716 38.5003 38.5282 38.5553 38.5817 38.6074 38.6323 38.6565 38.6799 38.7027 38.7248 38.7461 38.7668 38.7868 38.8061 38.8248 38.8428 38.8602 38.877 38.8931 38.9085 38.9234 38.9376 38.9513 38.9643 38.9768 38.9887 39 39.0107 39.0208 39.0304 39.0395 39.048 39.0559 39.0633 39.0702 39.0766 39.0824 39.0877 39.0926 39.0969 39.1007 39.104 39.1068 39.1092 39.111 39.1124 39.1134 39.1138
167 0 1.98446 3.57003 4.94004 6.16291 7.27501 8.29897 9.25025 10.14 10.9767 11.767 12.5162 13.2286 13.9077 14.5568 15.1782 15.7744 16.3472 16.8983 17.4293 17.9415 18.4361 18.9142 19.3768 19.8247 20.2587 20.6796 21.0881 21.4848 21.8702 22.2448 22.6092 22.9639 23.3092 23.6455 23.9732 24.2927 24.6042 24.9081 25.2046 25.4941 25.7768 26.0528 26.3225 26.5861 26.8438 27.0957 27.342 27.5829 27.8187 28.0493 28.2751 28.4961 28.7124 28.9243 29.1318 29.335 29.5341 29.7292 29.9203 30.1076 30.2913 30.4712 30.6477 30.8207 30.9903 31.1567 31.3198 31.4799 31.6368 31.7908 31.9418 32.09 32.2354 32.3781 32.5181 32.6555 32.7903 32.9226 33.0525 33.1799 33.305 33.4278 33.5483 33.6666 33.7828 33.8968 34.0087 34.1185 34.2264 34.3322 34.4362 34.5382 34.6383 34.7366 34.8331 34.9279 35.0209 35.1121 35.2017 35.2897 35.376 35.4607 35.5439 35.6255 35.7056 35.7842 35.8613 35.937 36.0112 36.0841 36.1556 36.2257 36.2945 36.3619 36.4281 36.493 36.5566 36.619 36.6802 36.7401 36.7989 36.8565 36.913 36.9683 37.0225 37.0756 37.1277 37.1786 37.2285 37.2774 37.3252 37.372 37.4178 37.4627 37.5065 37.5494 37.5914 37.6324 37.6725 37.7117 37.7499 37.7873 37.8239 37.8595 37.8943 37.9283 37.9614 37.9937 38.0252 38.0559 38.0859 38.115 38.1433 38.1709 38.1978 38.2239 38.2492 38.2739 38.2978 38.321 38.3435 38.3653 38.3864 38.4069 38.4267 38.4458 38.4642 38.4821 38.4992 38.5158 38.5317 38.547 38.5617 38.5758 38.5893 38.6022 38.6145 38.6263 38.6374 38.648 38.6581 38.6676 38.6765 38.6849 38.6928 38.7001 38.7069 38.7132 38.719 38.7242 38.729 38.7332 38.737 38.7403 38.7431 38.7454 38.7473 38.7486 38.7496 38.75
