# t  x_0 x_1 x_2 x_3 x_4 x_5 x_6 x_7 x_8 x_9 x_10 x_11 x_12 x_13 x_14 x_15 x_16 x_17 x_18 x_19 x_20 x_21 x_22 x_23 x_24 x_25 x_26 x_27 x_28 x_29 x_30 x_31 x_32 x_33 x_34 x_35 x_36 x_37 x_38 x_39 x_40 x_41 x_42 x_43 x_44 x_45 x_46 x_47 x_48 x_49 x_50 x_51 x_52 x_53 x_54 x_55 x_56 x_57 x_58 x_59 x_60 x_61 x_62 x_63 x_64 x_65 x_66 x_67 x_68 x_69 x_70 x_71 x_72 x_73 x_74 x_75 x_76 x_77 x_78 x_79 x_80 x_81 x_82 x_83 x_84 x_85 x_86 x_87 x_88 x_89 x_90 x_91 x_92 x_93 x_94 x_95 x_96 x_97 x_98 x_99 x_100 x_101 x_102 x_103 x_104 x_105 x_106 x_107 x_108 x_109 x_110 x_111 x_112 x_113 x_114 x_115 x_116 x_117 x_118 x_119 x_120 x_121 x_122 x_123 x_124 x_125 x_126 x_127 x_128 x_129 x_130 x_131 x_132 x_133 x_134 x_135 x_136 x_137 x_138 x_139 x_140 x_141 x_142 x_143 x_144 x_145 x_146 x_147 x_148 x_149 x_150 x_151 x_152 x_153 x_154 x_155 x_156 x_157 x_158 x_159 x_160 x_161 x_162 x_163 x_164 x_165 x_166 x_167 x_168 x_169 x_170 x_171 x_172 x_173 x_174 x_175 x_176 x_177 x_178 x_179 x_180 x_181 x_182 x_183 x_184 x_185 x_186 x_187 x_188 x_189 x_190 x_191 x_192 x_193 x_194 x_195 x_196 x_197 x_198 x_199 x_200
304 0 0.951816 1.60636 2.13073 2.57646 2.96774 3.31831 3.63691 3.92952 4.20045 4.45294 4.6895 4.91212 5.1224 5.32168 5.51105 5.69145 5.86369 6.02845 6.18632 6.33785 6.48349 6.62365 6.75869 6.88896 7.01474 7.1363 7.25389 7.36772 7.478 7.58492 7.68865 7.78934 7.88714 7.98218 8.07459 8.16449 8.25198 8.33716 8.42014 8.50099 8.57981 8.65667 8.73164 8.80479 8.8762 8.94591 9.014 9.0805 9.14549 9.20901 9.2711 9.33181 9.39118 9.44926 9.50608 9.56168 9.6161 9.66937 9.72152 9.77258 9.82259 9.87157 9.91955 9.96655 10.0126 10.0577 10.102 10.1453 10.1878 10.2295 10.2703 10.3104 10.3496 10.3881 10.4259 10.4629 10.4993 10.5349 10.5698 10.6041 10.6378 10.6708 10.7032 10.7349 10.7661 10.7967 10.8267 10.8561 10.885 10.9134 10.9412 10.9685 10.9953 11.0216 11.0474 11.0727 11.0976 11.122 11.1459 11.1694 11.1924 11.215 11.2372 11.259 11.2803 11.3013 11.3218 11.342 11.3617 11.3811 11.4002 11.4188 11.4371 11.4551 11.4727 11.4899 11.5068 11.5234 11.5397 11.5556 11.5712 11.5865 11.6015 11.6162 11.6306 11.6447 11.6585 11.672 11.6853 11.6982 11.7109 11.7233 11.7355 11.7474 11.759 11.7703 11.7815 11.7923 11.803 11.8133 11.8235 11.8334 11.8431 11.8525 11.8617 11.8707 11.8795 11.888 11.8964 11.9045 11.9124 11.9201 11.9276 11.9349 11.942 11.9489 11.9556 11.9622 11.9685 11.9746 11.9806 11.9863 11.9919 11.9973 12.0026 12.0076 12.0125 12.0172 12.0218 12.0261 12.0303 12.0344 12.0383 12.042 12.0456 12.049 12.0522 12.0553 12.0583 12.0611 12.0637 12.0662 12.0686 12.0708 12.0729 12.0748 12.0766 12.0783 12.0798 12.0812 12.0825 12.0836 12.0846 12.0855 12.0862 12.0868 12.0873 12.0877 12.0879 12.088
305 0 0.945901 1.596 2.11666 2.55915 2.94752 3.29544 3.61161 3.90196 4.17079 4.4213 4.656 4.87686 5.08546 5.28314 5.471 5.64995 5.82079 5.98421 6.14081 6.2911 6.43554 6.57455 6.70849 6.83768 6.96243 7.08299 7.1996 7.31249 7.42186 7.52789 7.63076 7.73061 7.82759 7.92184 8.01348 8.10262 8.18938 8.27385 8.35613 8.43631 8.51446 8.59067 8.66501 8.73755 8.80835 8.87748 8.94499 9.01094 9.07537 9.13835 9.19992 9.26011 9.31898 9.37657 9.43291 9.48804 9.54199 9.59481 9.64652 9.69715 9.74673 9.79529 9.84286 9.88947 9.93513 9.97988 10.0237 10.0667 10.1088 10.1501 10.1906 10.2303 10.2693 10.3075 10.3449 10.3816 10.4176 10.453 10.4876 10.5216 10.555 10.5877 10.6198 10.6513 10.6822 10.7125 10.7423 10.7715 10.8001 10.8282 10.8558 10.8829 10.9094 10.9355 10.9611 10.9862 11.0108 11.035 11.0587 11.082 11.1049 11.1273 11.1493 11.1708 11.192 11.2128 11.2331 11.2531 11.2727 11.292 11.3108 11.3293 11.3475 11.3652 11.3827 11.3998 11.4166 11.433 11.4491 11.4649 11.4804 11.4956 11.5104 11.525 11.5393 11.5532 11.5669 11.5803 11.5935 11.6063 11.6189 11.6312 11.6432 11.655 11.6665 11.6778 11.6888 11.6996 11.7101 11.7204 11.7305 11.7403 11.7499 11.7593 11.7684 11.7773 11.786 11.7945 11.8027 11.8108 11.8186 11.8263 11.8337 11.841 11.848 11.8548 11.8615 11.868 11.8742 11.8803 11.8862 11.8919 11.8975 11.9028 11.908 11.913 11.9179 11.9225 11.927 11.9314 11.9356 11.9396 11.9434 11.9471 11.9506 11.954 11.9572 11.9603 11.9632 11.966 11.9687 11.9711 11.9735 11.9757 11.9777 11.9797 11.9814 11.9831 11.9846 11.986 11.9872 11.9883 11.9893 11.9902 11.9909 11.9915 11.992 11.9924 11.9926 11.9927
306 0 0.940014 1.58571 2.10267 2.54194 2.92743 3.27273 3.58648 3.8746 4.14134 4.38989 4.62274 4.84185 5.0488 5.2449 5.43124 5.60875 5.77821 5.94031 6.09563 6.2447 6.38797 6.52584 6.65868 6.78681 6.91053 7.03009 7.14574 7.2577 7.36616 7.47131 7.57332 7.67234 7.76852 7.86198 7.95286 8.04126 8.12729 8.21105 8.29264 8.37215 8.44965 8.52522 8.59893 8.67086 8.74106 8.80961 8.87655 8.94194 9.00583 9.06828 9.12932 9.18901 9.24738 9.30448 9.36034 9.41501 9.46851 9.52087 9.57214 9.62234 9.6715 9.71965 9.76682 9.81303 9.8583 9.90267 9.94615 9.98876 10.0305 10.0715 10.1116 10.151 10.1896 10.2274 10.2646 10.301 10.3367 10.3717 10.4061 10.4398 10.4728 10.5053 10.5371 10.5683 10.599 10.629 10.6585 10.6875 10.7159 10.7438 10.7711 10.798 10.8243 10.8501 10.8755 10.9004 10.9248 10.9488 10.9723 10.9954 11.018 11.0402 11.0621 11.0834 11.1044 11.125 11.1452 11.165 11.1845 11.2035 11.2222 11.2406 11.2585 11.2762 11.2935 11.3104 11.3271 11.3434 11.3593 11.375 11.3904 11.4054 11.4201 11.4346 11.4487 11.4626 11.4761 11.4894 11.5024 11.5152 11.5276 11.5398 11.5518 11.5635 11.5749 11.5861 11.597 11.6077 11.6181 11.6283 11.6383 11.648 11.6575 11.6668 11.6759 11.6847 11.6933 11.7017 11.7099 11.7179 11.7257 11.7333 11.7406 11.7478 11.7548 11.7616 11.7682 11.7746 11.7808 11.7868 11.7927 11.7983 11.8038 11.8091 11.8143 11.8193 11.8241 11.8287 11.8332 11.8374 11.8416 11.8456 11.8494 11.853 11.8565 11.8599 11.8631 11.8661 11.869 11.8718 11.8744 11.8769 11.8792 11.8814 11.8834 11.8853 11.8871 11.8887 11.8902 11.8916 11.8928 11.8939 11.8949 11.8958 11.8965 11.8971 11.8976 11.8979 11.8982 11.8983
307 0 0.934157 1.57546 2.08877 2.52484 2.90746 3.25017 3.56153 3.84742 4.11209 4.3587 4.58972 4.80709 5.0124 5.20693 5.39178 5.56786 5.73596 5.89674 6.05081 6.19866 6.34076 6.4775 6.60925 6.73633 6.85903 6.97761 7.09231 7.20334 7.31091 7.41519 7.51635 7.61455 7.70992 7.80261 7.89272 7.98038 8.0657 8.14876 8.22967 8.30851 8.38536 8.46029 8.53339 8.60471 8.67433 8.74229 8.80867 8.87351 8.93687 8.99878 9.05931 9.1185 9.17638 9.23299 9.28838 9.34258 9.39563 9.44755 9.49838 9.54816 9.5969 9.64464 9.69141 9.73723 9.78212 9.8261 9.86921 9.91147 9.95289 9.99349 10.0333 10.0723 10.1106 10.1481 10.1849 10.221 10.2564 10.2912 10.3252 10.3586 10.3914 10.4236 10.4551 10.4861 10.5165 10.5463 10.5755 10.6042 10.6324 10.66 10.6872 10.7138 10.7399 10.7655 10.7906 10.8153 10.8395 10.8633 10.8866 10.9095 10.9319 10.954 10.9756 10.9968 11.0176 11.038 11.058 11.0777 11.0969 11.1159 11.1344 11.1526 11.1704 11.1879 11.205 11.2218 11.2383 11.2545 11.2703 11.2859 11.3011 11.316 11.3306 11.3449 11.3589 11.3727 11.3861 11.3993 11.4122 11.4248 11.4372 11.4493 11.4611 11.4727 11.484 11.4951 11.5059 11.5165 11.5269 11.537 11.5469 11.5565 11.566 11.5752 11.5841 11.5929 11.6014 11.6098 11.6179 11.6258 11.6335 11.641 11.6484 11.6555 11.6624 11.6691 11.6756 11.682 11.6882 11.6941 11.6999 11.7056 11.711 11.7163 11.7214 11.7263 11.7311 11.7356 11.7401 11.7443 11.7484 11.7524 11.7562 11.7598 11.7633 11.7666 11.7698 11.7728 11.7757 11.7784 11.781 11.7834 11.7857 11.7879 11.7899 11.7918 11.7935 11.7952 11.7966 11.798 11.7992 11.8003 11.8013 11.8021 11.8029 11.8035 11.8039 11.8043 11.8045 11.8046
308 0 0.92833 1.56528 2.07495 2.50784 2.88763 3.22775 3.53674 3.82044 4.08305 4.32773 4.55693 4.77259 4.97626 5.16925 5.35262 5.52728 5.69402 5.85351 6.00632 6.15297 6.29391 6.42954 6.56021 6.68625 6.80794 6.92554 7.03929 7.14941 7.25608 7.3595 7.45982 7.55721 7.65179 7.7437 7.83307 7.92 8.0046 8.08697 8.1672 8.24538 8.32159 8.39589 8.46838 8.5391 8.60813 8.67553 8.74135 8.80564 8.86846 8.92986 8.98988 9.04856 9.10595 9.16209 9.21701 9.27075 9.32335 9.37483 9.42524 9.47459 9.52292 9.57026 9.61663 9.66205 9.70656 9.75018 9.79292 9.83482 9.87588 9.91614 9.95561 9.99431 10.0322 10.0695 10.106 10.1417 10.1768 10.2113 10.2451 10.2782 10.3107 10.3426 10.3739 10.4046 10.4347 10.4642 10.4932 10.5217 10.5496 10.577 10.6039 10.6303 10.6562 10.6816 10.7065 10.731 10.755 10.7785 10.8017 10.8243 10.8466 10.8684 10.8899 10.9109 10.9315 10.9518 10.9716 10.9911 11.0102 11.0289 11.0473 11.0653 11.083 11.1003 11.1173 11.134 11.1504 11.1664 11.1821 11.1975 11.2126 11.2273 11.2418 11.256 11.2699 11.2835 11.2969 11.3099 11.3227 11.3352 11.3475 11.3595 11.3712 11.3827 11.3939 11.4049 11.4157 11.4262 11.4364 11.4465 11.4563 11.4658 11.4752 11.4843 11.4932 11.5019 11.5104 11.5186 11.5267 11.5345 11.5422 11.5496 11.5569 11.5639 11.5708 11.5774 11.5839 11.5902 11.5963 11.6023 11.608 11.6136 11.619 11.6242 11.6292 11.6341 11.6388 11.6434 11.6478 11.652 11.6561 11.66 11.6637 11.6673 11.6708 11.6741 11.6772 11.6802 11.6831 11.6858 11.6883 11.6908 11.693 11.6952 11.6972 11.6991 11.7008 11.7024 11.7039 11.7052 11.7064 11.7075 11.7085 11.7093 11.71 11.7106 11.7111 11.7114 11.7117 11.7118
309 0 0.922531 1.55516 2.06121 2.49096 2.86793 3.20549 3.51212 3.79363 4.05421 4.29698 4.52439 4.73834 4.94039 5.13184 5.31374 5.487 5.6524 5.8106 5.96217 6.10763 6.24742 6.38194 6.51155 6.63655 6.75724 6.87388 6.9867 7.0959 7.2017 7.30426 7.40375 7.50033 7.59412 7.68527 7.7739 7.8601 7.944 8.02568 8.10524 8.18277 8.25833 8.33202 8.4039 8.47403 8.54248 8.60931 8.67457 8.73833 8.80062 8.8615 8.92101 8.9792 9.03611 9.09177 9.14623 9.19952 9.25167 9.30272 9.3527 9.40163 9.44955 9.49649 9.54247 9.58751 9.63164 9.67489 9.71727 9.75881 9.79953 9.83944 9.87857 9.91694 9.95456 9.99146 10.0276 10.0631 10.0979 10.1321 10.1656 10.1984 10.2306 10.2622 10.2933 10.3237 10.3536 10.3829 10.4116 10.4398 10.4675 10.4947 10.5213 10.5475 10.5732 10.5984 10.6231 10.6473 10.6711 10.6945 10.7174 10.7399 10.762 10.7836 10.8049 10.8257 10.8462 10.8662 10.8859 10.9052 10.9242 10.9427 10.961 10.9788 10.9964 11.0135 11.0304 11.0469 11.0631 11.079 11.0946 11.1098 11.1248 11.1395 11.1538 11.1679 11.1817 11.1952 11.2084 11.2213 11.234 11.2464 11.2586 11.2705 11.2821 11.2935 11.3046 11.3155 11.3262 11.3366 11.3467 11.3567 11.3664 11.3759 11.3852 11.3942 11.403 11.4116 11.42 11.4282 11.4362 11.444 11.4516 11.459 11.4661 11.4731 11.4799 11.4865 11.493 11.4992 11.5053 11.5111 11.5168 11.5224 11.5277 11.5329 11.5379 11.5428 11.5474 11.5519 11.5563 11.5605 11.5645 11.5684 11.5721 11.5757 11.5791 11.5824 11.5855 11.5884 11.5913 11.5939 11.5965 11.5989 11.6012 11.6033 11.6053 11.6071 11.6088 11.6104 11.6119 11.6132 11.6144 11.6155 11.6165 11.6173 11.618 11.6186 11.6191 11.6194 11.6196 11.6198
310 0 0.916763 1.54509 2.04756 2.47417 2.84835 3.18337 3.48767 3.76702 4.02557 4.26646 4.49207 4.70433 4.90479 5.09471 5.27515 5.44703 5.61109 5.76801 5.91836 6.06264 6.20129 6.33472 6.46326 6.58724 6.70695 6.82262 6.93451 7.04282 7.14774 7.24945 7.34812 7.4439 7.53692 7.62731 7.7152 7.80069 7.88388 7.96489 8.04378 8.12066 8.1956 8.26866 8.33994 8.40948 8.47736 8.54363 8.60835 8.67156 8.73333 8.7937 8.85271 8.91041 8.96684 9.02204 9.07603 9.12887 9.18059 9.2312 9.28076 9.32928 9.3768 9.42334 9.46892 9.51358 9.55734 9.60022 9.64225 9.68343 9.7238 9.76338 9.80218 9.84022 9.87753 9.91411 9.94998 9.98516 10.0197 10.0535 10.0867 10.1193 10.1512 10.1826 10.2134 10.2435 10.2731 10.3022 10.3307 10.3587 10.3861 10.413 10.4395 10.4654 10.4909 10.5158 10.5403 10.5644 10.588 10.6112 10.6339 10.6562 10.6781 10.6995 10.7206 10.7413 10.7615 10.7814 10.8009 10.8201 10.8389 10.8573 10.8753 10.8931 10.9104 10.9275 10.9442 10.9606 10.9766 10.9924 11.0078 11.023 11.0378 11.0523 11.0666 11.0805 11.0942 11.1076 11.1207 11.1335 11.1461 11.1584 11.1704 11.1822 11.1938 11.205 11.2161 11.2269 11.2374 11.2477 11.2578 11.2677 11.2773 11.2867 11.2959 11.3049 11.3136 11.3222 11.3305 11.3386 11.3465 11.3542 11.3618 11.3691 11.3762 11.3831 11.3899 11.3964 11.4028 11.409 11.415 11.4208 11.4265 11.432 11.4373 11.4424 11.4474 11.4522 11.4568 11.4613 11.4656 11.4697 11.4737 11.4776 11.4813 11.4848 11.4882 11.4914 11.4945 11.4975 11.5003 11.5029 11.5054 11.5078 11.5101 11.5122 11.5141 11.516 11.5177 11.5193 11.5207 11.522 11.5232 11.5243 11.5252 11.5261 11.5268 11.5273 11.5278 11.5282 11.5284 11.5285
311 0 0.911023 1.53508 2.03399 2.4575 2.8289 3.1614 3.46338 3.74059 3.99714 4.23614 4.45999 4.67057 4.86944 5.05785 5.23686 5.40735 5.5701 5.72575 5.87488 6.01799 6.15552 6.28785 6.41535 6.53832 6.65704 6.77177 6.88274 6.99015 7.09421 7.19508 7.29294 7.38792 7.48017 7.56981 7.65697 7.74175 7.82425 7.90458 7.98282 8.05905 8.13336 8.20582 8.2765 8.34546 8.41277 8.47849 8.54266 8.60535 8.6666 8.72646 8.78498 8.84219 8.89814 8.95287 9.00642 9.05881 9.11009 9.16028 9.20941 9.25753 9.30464 9.35079 9.39599 9.44027 9.48366 9.52618 9.56785 9.60868 9.64871 9.68796 9.72643 9.76415 9.80113 9.8374 9.87297 9.90786 9.94207 9.97563 10.0086 10.0409 10.0725 10.1036 10.1341 10.164 10.1934 10.2222 10.2505 10.2782 10.3054 10.3321 10.3583 10.384 10.4093 10.434 10.4583 10.4822 10.5056 10.5285 10.5511 10.5732 10.5949 10.6161 10.637 10.6575 10.6776 10.6973 10.7167 10.7357 10.7543 10.7725 10.7905 10.808 10.8253 10.8422 10.8587 10.875 10.8909 10.9065 10.9218 10.9368 10.9515 10.9659 10.98 10.9939 11.0074 11.0207 11.0337 11.0464 11.0589 11.0711 11.083 11.0947 11.1061 11.1173 11.1283 11.139 11.1494 11.1597 11.1697 11.1795 11.189 11.1983 11.2074 11.2163 11.225 11.2335 11.2417 11.2498 11.2576 11.2653 11.2727 11.28 11.287 11.2939 11.3006 11.3071 11.3134 11.3195 11.3255 11.3313 11.3369 11.3423 11.3476 11.3527 11.3576 11.3623 11.3669 11.3714 11.3756 11.3798 11.3837 11.3875 11.3912 11.3947 11.3981 11.4013 11.4043 11.4072 11.41 11.4127 11.4152 11.4175 11.4197 11.4218 11.4238 11.4256 11.4273 11.4289 11.4303 11.4316 11.4328 11.4339 11.4348 11.4356 11.4363 11.4369 11.4373 11.4377 11.4379 11.438
312 0 0.905313 1.52512 2.0205 2.44093 2.80957 3.13957 3.43926 3.71434 3.96891 4.20604 4.42813 4.63706 4.83435 5.02126 5.19884 5.36797 5.52941 5.68381 5.83173 5.97368 6.11009 6.24135 6.36781 6.48977 6.60752 6.72131 6.83137 6.9379 7.0411 7.14114 7.23819 7.33238 7.42387 7.51277 7.5992 7.68328 7.7651 7.84476 7.92234 7.99794 8.07163 8.14349 8.21358 8.28196 8.34871 8.41387 8.47751 8.53967 8.60041 8.65977 8.71779 8.77453 8.83001 8.88428 8.93737 8.98932 9.04017 9.08994 9.13866 9.18637 9.23308 9.27884 9.32366 9.36757 9.41059 9.45275 9.49407 9.53456 9.57425 9.61316 9.6513 9.68871 9.72538 9.76134 9.79661 9.8312 9.86512 9.8984 9.93104 9.96306 9.99448 10.0253 10.0555 10.0852 10.1143 10.1429 10.1709 10.1984 10.2254 10.2518 10.2778 10.3033 10.3283 10.3529 10.377 10.4006 10.4238 10.4466 10.4689 10.4908 10.5124 10.5335 10.5542 10.5745 10.5944 10.614 10.6332 10.652 10.6704 10.6885 10.7063 10.7237 10.7408 10.7576 10.774 10.7901 10.8059 10.8214 10.8365 10.8514 10.866 10.8803 10.8943 10.908 10.9214 10.9346 10.9474 10.9601 10.9724 10.9845 10.9964 11.0079 11.0193 11.0304 11.0412 11.0518 11.0622 11.0724 11.0823 11.092 11.1014 11.1107 11.1197 11.1285 11.1371 11.1455 11.1537 11.1617 11.1695 11.1771 11.1844 11.1916 11.1986 11.2054 11.2121 11.2185 11.2248 11.2309 11.2368 11.2425 11.248 11.2534 11.2586 11.2637 11.2686 11.2733 11.2778 11.2822 11.2865 11.2906 11.2945 11.2983 11.3019 11.3054 11.3087 11.3119 11.3149 11.3178 11.3206 11.3232 11.3257 11.328 11.3302 11.3323 11.3342 11.336 11.3377 11.3393 11.3407 11.342 11.3431 11.3442 11.3451 11.3459 11.3466 11.3472 11.3477 11.348 11.3482 11.3483
313 0 0.899632 1.51522 2.00709 2.42446 2.79038 3.1179 3.41531 3.68827 3.94087 4.17616 4.39651 4.60379 4.79952 4.98495 5.16111 5.32888 5.48902 5.64218 5.78891 5.92971 6.06502 6.19521 6.32064 6.4416 6.55839 6.67125 6.7804 6.88606 6.98841 7.08762 7.18387 7.27729 7.36802 7.45618 7.5419 7.62528 7.70642 7.78541 7.86236 7.93733 8.0104 8.08166 8.15116 8.21898 8.28516 8.34978 8.41289 8.47453 8.53476 8.59362 8.65116 8.70742 8.76243 8.81625 8.86889 8.92041 8.97083 9.02018 9.06849 9.11579 9.16212 9.20749 9.25193 9.29547 9.33813 9.37993 9.4209 9.46105 9.5004 9.53898 9.57681 9.61389 9.65026 9.68591 9.72088 9.75518 9.78882 9.82181 9.85418 9.88593 9.91707 9.94763 9.97761 10.007 10.0359 10.0642 10.092 10.1193 10.146 10.1723 10.198 10.2233 10.2481 10.2724 10.2963 10.3198 10.3428 10.3653 10.3875 10.4092 10.4306 10.4515 10.472 10.4922 10.5119 10.5313 10.5503 10.569 10.5873 10.6052 10.6228 10.6401 10.6571 10.6737 10.6899 10.7059 10.7216 10.7369 10.752 10.7667 10.7812 10.7953 10.8092 10.8228 10.8361 10.8492 10.8619 10.8745 10.8867 10.8987 10.9104 10.9219 10.9332 10.9442 10.9549 10.9654 10.9757 10.9858 10.9956 11.0052 11.0146 11.0238 11.0327 11.0415 11.05 11.0583 11.0664 11.0744 11.0821 11.0896 11.0969 11.104 11.111 11.1177 11.1243 11.1307 11.1369 11.1429 11.1488 11.1545 11.16 11.1653 11.1705 11.1755 11.1803 11.185 11.1895 11.1939 11.1981 11.2021 11.206 11.2098 11.2134 11.2168 11.2201 11.2233 11.2263 11.2291 11.2319 11.2345 11.2369 11.2392 11.2414 11.2435 11.2454 11.2472 11.2489 11.2504 11.2518 11.2531 11.2543 11.2553 11.2562 11.257 11.2577 11.2583 11.2587 11.2591 11.2593 11.2594
314 0 0.893981 1.50538 1.99376 2.4081 2.7713 3.09636 3.39151 3.66238 3.91303 4.14649 4.36511 4.57076 4.76495 4.9489 5.12366 5.29009 5.44895 5.60087 5.74642 5.88608 6.02028 6.14942 6.27383 6.39381 6.50964 6.62157 6.72983 6.83462 6.93613 7.03453 7.12998 7.22263 7.31261 7.40005 7.48505 7.56774 7.64821 7.72655 7.80285 7.8772 7.94967 8.02033 8.08925 8.1565 8.22214 8.28622 8.34879 8.40992 8.46965 8.52801 8.58507 8.64086 8.69541 8.74877 8.80098 8.85206 8.90206 8.95099 8.9989 9.0458 9.09174 9.13673 9.1808 9.22397 9.26627 9.30772 9.34834 9.38815 9.42717 9.46543 9.50293 9.5397 9.57576 9.61111 9.64579 9.67979 9.71315 9.74586 9.77796 9.80944 9.84032 9.87062 9.90034 9.92951 9.95812 9.9862 10.0138 10.0408 10.0673 10.0933 10.1189 10.1439 10.1685 10.1927 10.2164 10.2396 10.2624 10.2848 10.3068 10.3283 10.3494 10.3702 10.3905 10.4105 10.4301 10.4493 10.4682 10.4867 10.5048 10.5226 10.5401 10.5572 10.574 10.5905 10.6066 10.6225 10.638 10.6532 10.6681 10.6827 10.6971 10.7111 10.7249 10.7384 10.7516 10.7645 10.7772 10.7896 10.8017 10.8136 10.8252 10.8366 10.8478 10.8587 10.8693 10.8798 10.89 10.9 10.9097 10.9192 10.9285 10.9376 10.9465 10.9552 10.9636 10.9719 10.9799 10.9878 10.9954 11.0029 11.0101 11.0172 11.0241 11.0308 11.0373 11.0436 11.0498 11.0558 11.0616 11.0672 11.0727 11.0779 11.0831 11.088 11.0928 11.0975 11.1019 11.1063 11.1104 11.1144 11.1183 11.122 11.1256 11.129 11.1323 11.1354 11.1384 11.1412 11.1439 11.1465 11.1489 11.1512 11.1534 11.1554 11.1574 11.1591 11.1608 11.1623 11.1637 11.165 11.1661 11.1672 11.1681 11.1689 11.1696 11.1701 11.1706 11.1709 11.1711 11.1712
315 0 0.888358 1.4956 1.98051 2.39184 2.75235 3.07497 3.36788 3.63667 3.88538 4.11703 4.33394 4.53797 4.73062 4.91312 5.08648 5.25158 5.40917 5.55987 5.70424 5.84278 5.9759 6.10398 6.22738 6.34638 6.46127 6.57229 6.67966 6.78359 6.88426 6.98186 7.07652 7.16841 7.25764 7.34436 7.42866 7.51066 7.59047 7.66816 7.74383 7.81756 7.88942 7.9595 8.02785 8.09453 8.15962 8.22317 8.28522 8.34584 8.40506 8.46294 8.51952 8.57484 8.62894 8.68185 8.73362 8.78428 8.83385 8.88237 8.92988 8.97639 9.02194 9.06655 9.11025 9.15306 9.195 9.2361 9.27638 9.31585 9.35455 9.39248 9.42967 9.46613 9.50188 9.53694 9.57132 9.60504 9.63811 9.67055 9.70237 9.73358 9.76421 9.79425 9.82372 9.85264 9.88101 9.90885 9.93617 9.96297 9.98928 10.0151 10.0404 10.0653 10.0897 10.1136 10.1371 10.1601 10.1827 10.2049 10.2267 10.2481 10.269 10.2896 10.3098 10.3296 10.349 10.3681 10.3868 10.4051 10.4231 10.4407 10.4581 10.475 10.4917 10.508 10.524 10.5397 10.5551 10.5702 10.585 10.5995 10.6137 10.6276 10.6413 10.6546 10.6677 10.6805 10.6931 10.7054 10.7174 10.7292 10.7408 10.7521 10.7631 10.7739 10.7845 10.7948 10.805 10.8148 10.8245 10.834 10.8432 10.8522 10.861 10.8696 10.878 10.8861 10.8941 10.9019 10.9095 10.9169 10.9241 10.9311 10.9379 10.9446 10.951 10.9573 10.9634 10.9693 10.9751 10.9807 10.9861 10.9913 10.9964 11.0013 11.0061 11.0107 11.0151 11.0194 11.0235 11.0275 11.0313 11.035 11.0386 11.0419 11.0452 11.0483 11.0512 11.0541 11.0568 11.0593 11.0617 11.064 11.0661 11.0682 11.0701 11.0718 11.0735 11.075 11.0764 11.0776 11.0788 11.0798 11.0807 11.0815 11.0822 11.0827 11.0832 11.0835 11.0837 11.0838
316 0 0.882765 1.48587 1.96735 2.37568 2.73353 3.05372 3.34441 3.61114 3.85793 4.08778 4.30299 4.50542 4.69655 4.8776 5.04958 5.21337 5.36969 5.51918 5.66239 5.7998 5.93185 6.0589 6.18129 6.29932 6.41327 6.52338 6.62988 6.73296 6.83281 6.9296 7.02348 7.11461 7.20311 7.28911 7.37272 7.45404 7.53318 7.61023 7.68527 7.75839 7.82966 7.89915 7.96693 8.03307 8.09761 8.16063 8.22217 8.28228 8.34101 8.3984 8.45451 8.50937 8.56301 8.61548 8.66682 8.71705 8.7662 8.81432 8.86143 8.90755 8.95272 8.99695 9.04028 9.08273 9.12432 9.16508 9.20501 9.24416 9.28253 9.32014 9.35701 9.39317 9.42862 9.46338 9.49747 9.53091 9.5637 9.59586 9.62742 9.65837 9.68873 9.71852 9.74774 9.77642 9.80455 9.83215 9.85924 9.88582 9.9119 9.93749 9.9626 9.98724 10.0114 10.0352 10.0584 10.0813 10.1037 10.1257 10.1473 10.1685 10.1893 10.2097 10.2297 10.2493 10.2686 10.2875 10.306 10.3242 10.342 10.3595 10.3767 10.3935 10.41 10.4262 10.4421 10.4577 10.4729 10.4879 10.5026 10.5169 10.531 10.5448 10.5583 10.5716 10.5846 10.5973 10.6097 10.6219 10.6339 10.6456 10.657 10.6682 10.6792 10.6899 10.7004 10.7106 10.7207 10.7305 10.74 10.7494 10.7586 10.7675 10.7762 10.7847 10.793 10.8012 10.8091 10.8168 10.8243 10.8316 10.8388 10.8457 10.8525 10.8591 10.8655 10.8717 10.8777 10.8836 10.8893 10.8949 10.9002 10.9054 10.9105 10.9154 10.9201 10.9246 10.929 10.9333 10.9374 10.9413 10.9451 10.9488 10.9523 10.9556 10.9588 10.9619 10.9649 10.9676 10.9703 10.9728 10.9752 10.9775 10.9796 10.9816 10.9835 10.9852 10.9869 10.9884 10.9897 10.991 10.9921 10.9931 10.994 10.9948 10.9955 10.996 10.9965 10.9968 10.997 10.9971
